,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
3455,24,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,30,1,0,North America
28344,17,Private,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,0,0,North America
11315,40,State-gov,9th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,0,0,North America
19844,18,Private,Some-college,Never-married,Sales,Own-child,White,Female,10,0,0,North America
6241,29,State-gov,Some-college,Never-married,Other-service,Unmarried,White,Female,40,0,0,North America
4206,26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,0,4064,North America
29129,38,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
2286,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
6433,63,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,10566,North America
4408,56,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,40,0,4101,North America
23267,44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,7298,North America
10984,40,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
28525,67,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1,20051,North America
2907,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1,0,North America
8857,30,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,40,0,0,North America
24707,66,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,20,0,-1258,North America
15098,27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,1,-1887,North America
4393,25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
1182,57,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
7388,48,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,35,0,0,North America
4579,47,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,50,1,27828,North America
27133,35,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55,0,0,North America
13788,28,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
5678,58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
15188,24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,42,0,0,North America
9502,27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
20730,31,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,45,0,0,North America
27453,25,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,24,0,0,Latin America & Caribbean
24079,24,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,40,0,0,North America
12217,36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1,0,North America
29535,41,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
23984,62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,30,0,0,North America
17765,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,0,0,North America
16752,34,Federal-gov,Some-college,Married-AF-spouse,Adm-clerical,Wife,White,Female,40,1,0,North America
5657,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,16,0,0,North America
15571,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
21602,57,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
16451,42,Local-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,0,North America
5472,24,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,36,0,0,North America
29869,58,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Female,10,0,0,North America
29784,65,Private,5th-6th,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,0,0,Europe & Central Asia
27727,50,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,46,0,0,North America
8629,46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,0,0,Latin America & Caribbean
16153,69,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Other-relative,White,Male,10,0,1848,North America
28300,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,0,0,South Asia
3268,30,Self-emp-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Female,60,0,0,North America
16868,36,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
5804,41,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,25,1,0,North America
28814,59,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
22875,25,Private,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
8141,35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,7688,North America
7722,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,-1485,North America
5746,43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
25371,43,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,0,0,North America
6604,54,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
24757,22,Private,7th-8th,Never-married,Other-service,Unmarried,White,Female,40,0,0,Latin America & Caribbean
23488,24,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
6745,67,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,48,1,0,North America
7468,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,-1902,North America
28475,26,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,0,0,South Asia
10557,29,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
22354,19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,20,0,0,North America
22033,19,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,30,0,2036,North America
29413,42,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,55,1,0,North America
22530,31,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
4605,33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,1,0,North America
24408,35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,0,0,North America
20763,68,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,32,0,0,North America
28033,34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,0,0,North America
10829,24,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
1664,35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,7298,North America
27356,25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,35,0,0,North America
29710,37,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,0,0,North America
11674,52,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,1,3103,North America
20798,49,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,55,1,0,North America
2508,37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
28970,28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,0,0,North America
13346,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
19817,32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
18559,40,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
12893,60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
12795,30,Private,10th,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
9210,29,Private,Some-college,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,40,0,0,North America
2980,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1887,North America
29184,28,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,45,0,0,North America
18930,54,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0,0,North America
16401,34,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,15,0,0,North America
19074,67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,0,0,North America
4203,65,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,38,0,0,North America
5545,25,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,Latin America & Caribbean
8650,46,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,44,0,0,North America
22478,39,Local-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,0,0,North America
288,34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,1,7298,East Asia & Pacific
26125,29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
27809,43,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,-1887,North America
23315,30,Private,7th-8th,Separated,Transport-moving,Not-in-family,White,Male,35,0,0,North America
14339,24,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0,0,North America
7731,41,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
10714,30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
121,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,4386,North America
19082,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,7688,North America
6925,42,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
890,55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,0,North America
1243,40,Private,10th,Never-married,Craft-repair,Other-relative,Black,Male,55,0,0,North America
28355,51,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,52,0,0,North America
17694,19,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,25,0,0,North America
11222,69,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,12,0,1848,North America
23584,30,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
18701,54,Private,10th,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
24971,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,-1977,North America
23900,27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
26969,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,1,0,North America
23725,41,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
8649,62,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,North America
4902,30,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,1,0,North America
23917,47,Private,12th,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,55,0,0,North America
15513,29,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0,0,North America
17187,52,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,0,0,North America
26518,37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,37,0,0,North America
12430,34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0,0,North America
16839,22,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,35,0,0,Latin America & Caribbean
702,53,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1,0,North America
24612,50,Private,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,Female,40,0,0,North America
23463,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0,0,North America
25655,27,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,0,0,North America
14094,24,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,20,0,0,North America
10820,49,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
17959,17,Private,10th,Never-married,Other-service,Own-child,White,Male,15,0,0,North America
24582,62,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,35,0,0,North America
16317,79,Self-emp-inc,12th,Widowed,Sales,Not-in-family,White,Male,45,1,18481,North America
5464,25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,0,0,North America
11507,28,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
21596,66,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,35,1,0,North America
10389,46,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
12514,47,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,1,-2258,North America
26543,51,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,3908,North America
1035,48,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,35,0,0,North America
3396,44,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
7729,34,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,72,0,0,North America
9880,25,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
15610,69,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,25,0,0,North America
9201,51,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,24,0,0,North America
7508,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,16,0,0,North America
18789,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1,0,Europe & Central Asia
29462,63,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,0,0,North America
6003,20,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,0,0,North America
4235,47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,1,99999,East Asia & Pacific
11682,36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,0,0,North America
8557,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,Europe & Central Asia
7090,27,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0,0,North America
25224,57,Self-emp-not-inc,Masters,Never-married,Farming-fishing,Not-in-family,White,Male,20,0,0,North America
6904,33,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,0,0,North America
30060,17,Private,10th,Never-married,Other-service,Own-child,White,Male,20,0,0,North America
24331,29,Private,Some-college,Divorced,Tech-support,Unmarried,White,Male,40,0,0,North America
4969,33,State-gov,Some-college,Divorced,Other-service,Unmarried,Black,Female,40,0,0,North America
20535,56,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,0,0,North America
23653,54,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,0,0,Latin America & Caribbean
21408,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
29569,55,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
25435,28,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0,0,Latin America & Caribbean
21240,60,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,0,Latin America & Caribbean
5915,29,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
17126,28,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
14417,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,20,0,0,North America
13083,48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,0,0,Latin America & Caribbean
18911,49,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
18609,56,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
25763,25,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,35,0,0,North America
7792,24,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,20,0,0,North America
17930,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,43,0,0,North America
14789,24,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,50,1,0,Europe & Central Asia
15411,44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
13902,26,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,0,0,North America
3842,26,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,38,0,0,North America
715,36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
24932,38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1,0,North America
6308,48,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,0,0,North America
23808,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,5178,North America
22382,29,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,40,0,0,North America
20832,26,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,35,0,0,North America
20005,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,24,1,0,North America
24469,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
24503,28,Private,12th,Divorced,Farming-fishing,Not-in-family,White,Male,40,0,0,North America
3023,24,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0,0,North America
1448,32,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,0,0,North America
11747,23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,0,0,North America
401,27,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,0,-1980,East Asia & Pacific
26288,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,73,1,0,North America
9889,40,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,40,0,0,North America
12387,26,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
20133,49,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,20,0,0,North America
29633,22,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,35,0,0,North America
3979,33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,7688,North America
11444,27,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
28360,42,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,40,0,0,North America
17419,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
28809,32,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,0,0,North America
3643,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,35,0,0,Latin America & Caribbean
5940,62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1,-1977,North America
22151,30,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,60,1,0,North America
24215,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
4160,33,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,0,0,North America
15752,23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,30,0,0,North America
5005,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,1,7298,North America
29002,42,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,0,0,North America
14007,54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,1,7298,North America
3638,25,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
24407,27,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,0,0,North America
6067,19,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,0,0,North America
13366,39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0,0,North America
8952,26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,42,1,5178,North America
23461,32,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
24564,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,0,0,North America
15626,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
18655,48,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,1,0,North America
26223,44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,45,0,0,East Asia & Pacific
27323,36,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,70,0,0,South Asia
22526,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,-1573,North America
10968,29,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,35,0,0,North America
15555,69,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,0,North America
20785,27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0,0,North America
9938,43,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,50,1,0,North America
28336,47,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
15488,21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,30,0,0,North America
20856,27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,15,0,0,North America
26293,51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
14152,44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,5178,North America
8889,34,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
28594,26,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,40,0,0,North America
9773,23,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,0,0,North America
27582,17,Private,11th,Never-married,Other-service,Own-child,White,Female,20,0,0,North America
16214,55,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
12491,35,Federal-gov,Some-college,Never-married,Other-service,Unmarried,Black,Female,40,0,0,North America
10855,58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,0,0,North America
9666,51,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,8,1,0,Latin America & Caribbean
6388,37,Local-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
1510,33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0,0,North America
22955,67,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,18,0,991,North America
7594,62,Private,7th-8th,Divorced,Craft-repair,Own-child,White,Male,40,0,0,North America
22446,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0,0,North America
2119,26,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,60,0,0,North America
18502,30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,35,0,0,North America
3154,53,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,38,0,0,North America
19671,64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,0,North America
29524,28,Private,1st-4th,Married-spouse-absent,Other-service,Own-child,Other,Female,35,0,0,Latin America & Caribbean
3122,58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
22395,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,0,0,Latin America & Caribbean
5511,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
11724,47,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,99999,North America
11804,21,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,Latin America & Caribbean
10495,58,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,16,0,0,North America
27884,26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
29775,53,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,0,0,North America
14314,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20,0,0,North America
199,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,60,1,0,North America
7785,41,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Other,Female,50,0,0,North America
28026,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,24,0,0,North America
30104,34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,28,0,0,North America
14241,59,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,42,0,0,North America
13724,55,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,1,14084,North America
11794,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,7298,North America
26782,25,Private,Some-college,Never-married,Tech-support,Not-in-family,Black,Female,50,0,2174,North America
1337,41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
19321,23,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35,0,0,North America
27500,17,Private,11th,Never-married,Other-service,Own-child,White,Female,15,0,0,North America
5712,84,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0,0,North America
23957,43,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,1,0,North America
7779,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
19406,52,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,65,0,0,North America
17316,47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,0,2885,East Asia & Pacific
10339,41,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1,0,North America
18590,56,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,40,0,0,North America
15109,17,Private,9th,Never-married,Other-service,Own-child,Black,Male,26,0,0,North America
8121,33,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,North America
15227,52,Private,10th,Divorced,Other-service,Other-relative,White,Female,25,0,0,North America
1945,37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,55,0,-1669,North America
3230,55,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
17501,42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1,0,North America
10012,30,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,0,0,East Asia & Pacific
