,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
26685,45,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,55,1,0,North America
25425,52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
27313,44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,0,0,North America
18850,76,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,0,0,North America
7657,40,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,40,0,0,North America
10106,58,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
26172,48,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,40,0,0,North America
18297,48,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,65,0,0,North America
11362,41,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
13832,23,State-gov,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,35,0,0,North America
19120,45,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,50,0,2174,North America
726,41,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,North America
7214,58,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,36,0,0,North America
8245,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1,0,North America
18180,63,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,1,7298,North America
15876,29,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
20229,21,Private,Some-college,Never-married,Sales,Own-child,White,Female,55,0,0,North America
14199,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,0,0,North America
22786,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0,0,North America
10745,20,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,10,0,0,North America
27376,22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,50,0,0,North America
17320,34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,0,0,North America
18649,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
17208,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,47,0,0,North America
7274,43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1,0,North America
11593,35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,0,0,North America
1389,37,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1,0,North America
3564,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
9076,25,Private,Assoc-voc,Married-civ-spouse,Sales,Wife,White,Female,42,1,0,North America
5429,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
29978,41,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
16220,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
24211,31,Private,10th,Divorced,Sales,Other-relative,White,Female,40,0,0,North America
22074,31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,0,0,North America
14899,24,State-gov,7th-8th,Never-married,Tech-support,Unmarried,White,Female,20,0,0,North America
24262,44,Federal-gov,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,40,1,-2258,North America
15512,42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,7688,North America
14561,36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0,0,North America
1868,32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
8202,36,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,75,0,0,North America
27991,36,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,2,0,0,East Asia & Pacific
23870,48,State-gov,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,1,8614,North America
26039,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,0,North America
806,23,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,7,0,0,North America
4805,35,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,0,0,North America
28365,23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,10,0,0,North America
12260,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,7688,North America
26684,18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,0,0,North America
28872,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
30097,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,0,0,North America
10426,38,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,0,-213,East Asia & Pacific
9155,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
23895,62,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
24440,59,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,0,North America
15152,59,Local-gov,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,40,0,-2339,North America
4494,55,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,50,0,914,North America
2632,28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0,0,North America
14286,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
28477,49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
25280,17,Private,11th,Never-married,Other-service,Own-child,White,Male,25,0,0,North America
25007,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,-1848,North America
7832,24,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0,0,North America
20772,34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,1,0,North America
14269,44,Private,Some-college,Divorced,Transport-moving,Unmarried,White,Male,50,0,1831,North America
145,29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,0,0,North America
22851,37,Private,Doctorate,Separated,Prof-specialty,Unmarried,White,Female,40,0,0,North America
2033,42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
24951,26,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,40,0,0,North America
1165,44,Local-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,40,0,0,North America
11692,29,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,60,0,0,North America
2050,36,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,0,0,North America
20144,66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,28,0,0,North America
10816,62,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,0,North America
12676,63,Self-emp-not-inc,5th-6th,Never-married,Sales,Not-in-family,White,Female,3,0,0,North America
20819,45,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Female,40,0,0,North America
3430,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,28,0,0,North America
24574,41,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,75,1,0,North America
28264,55,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,99999,North America
7069,40,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,0,0,North America
4361,65,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,-1668,North America
10616,39,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,45,0,0,North America
25838,38,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1,0,North America
18155,20,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
19895,49,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,55,0,0,North America
271,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,45,0,0,North America
12984,57,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,1,4386,North America
8436,51,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Male,60,1,0,North America
18416,53,Local-gov,HS-grad,Married-spouse-absent,Transport-moving,Other-relative,White,Female,35,0,0,North America
12316,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,0,0,North America
29814,46,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,38,0,0,North America
9005,24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,15,0,0,North America
29665,53,Private,12th,Divorced,Farming-fishing,Own-child,White,Male,40,0,0,North America
3810,33,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,0,North America
13919,28,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,0,0,North America
15775,30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,North America
28601,35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,0,0,North America
9996,35,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,0,5013,North America
4346,42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
27037,41,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,0,0,North America
545,27,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,0,0,North America
19625,63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,0,0,North America
25314,51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
8502,58,Private,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,45,0,0,Latin America & Caribbean
11713,37,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,55,1,8614,North America
15229,22,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,0,0,North America
9323,50,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,40,0,0,North America
13737,42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,43,0,-1740,North America
30041,39,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,0,0,East Asia & Pacific
15520,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
27345,46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,-1887,North America
7564,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
17304,33,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
15317,62,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,1,0,North America
28822,38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,0,0,North America
11779,32,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,40,0,0,North America
6640,30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,North America
24078,44,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,99,0,0,North America
8230,26,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,45,0,0,North America
12651,64,State-gov,9th,Never-married,Adm-clerical,Not-in-family,White,Female,38,0,0,North America
23510,60,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,1,99999,North America
20662,25,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,40,0,0,Latin America & Caribbean
2983,46,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,1,0,North America
16514,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
13409,61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,0,0,North America
24364,40,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,40,0,0,North America
2667,53,Private,11th,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
23522,22,Private,11th,Never-married,Craft-repair,Own-child,White,Male,35,0,0,North America
19607,42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,55,1,0,North America
9374,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
24077,53,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,38,0,0,North America
21776,29,Private,Assoc-voc,Married-AF-spouse,Farming-fishing,Husband,White,Male,44,1,0,North America
614,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1,0,North America
19945,55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
17850,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
4497,38,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,0,0,North America
19426,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
25510,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1,0,North America
18803,40,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,52,1,7688,East Asia & Pacific
21469,21,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,10,0,0,North America
3294,23,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,48,0,0,North America
6737,38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,40,1,0,North America
1500,27,Private,10th,Divorced,Other-service,Not-in-family,White,Female,40,0,0,North America
9018,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,99999,North America
17905,23,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,48,0,0,North America
28821,47,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,5178,North America
15023,18,Private,11th,Never-married,Sales,Own-child,White,Male,15,0,0,North America
11122,53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,-1902,North America
4232,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
24070,31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,30,0,0,North America
8820,47,Federal-gov,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,0,0,North America
4430,25,Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,White,Male,40,0,0,North America
12045,32,Private,Some-college,Never-married,Sales,Own-child,White,Male,60,0,-1876,North America
16774,72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,0,0,North America
29956,75,Self-emp-not-inc,Masters,Widowed,Sales,Not-in-family,White,Male,45,0,0,North America
23508,20,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,0,0,Latin America & Caribbean
22297,54,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,40,0,0,North America
12182,34,Private,11th,Never-married,Transport-moving,Unmarried,White,Male,40,0,0,North America
8592,19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,24,0,0,North America
4806,50,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,40,0,0,North America
28564,36,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1,15024,North America
27935,21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25,0,0,North America
24622,45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
13849,35,Private,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,40,0,0,North America
24428,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,0,2597,East Asia & Pacific
25064,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,0,North America
20377,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20,0,0,North America
28218,66,State-gov,HS-grad,Widowed,Prof-specialty,Unmarried,Black,Female,35,0,0,North America
11918,17,Private,10th,Never-married,Other-service,Own-child,White,Male,14,0,0,North America
21771,45,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,60,0,0,North America
22993,42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,0,North America
15896,29,Local-gov,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,0,0,North America
5319,49,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
29924,45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
7119,24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0,0,North America
2421,19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
21988,22,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,12,0,0,North America
1750,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
11344,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0,0,North America
19092,49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
12254,19,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,0,0,North America
29736,44,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
338,56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,0,0,North America
24791,38,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,-1977,North America
11855,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,0,North America
1341,39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,0,North America
29478,63,Private,9th,Separated,Farming-fishing,Not-in-family,Black,Male,40,0,0,North America
24366,27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
3640,44,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
16713,53,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,0,0,North America
21520,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,0,0,North America
3004,34,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,0,0,North America
6960,29,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,0,0,North America
4090,51,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1,0,North America
16314,26,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,60,0,0,North America
27691,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,1,0,North America
26212,35,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,70,0,0,North America
18706,47,Federal-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
23051,37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,86,0,0,North America
23393,24,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,0,North America
20581,33,Private,10th,Separated,Handlers-cleaners,Not-in-family,White,Male,40,0,0,North America
19933,33,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
9650,20,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,40,0,0,Latin America & Caribbean
8363,27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
20587,25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
30059,53,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,38,0,0,North America
28145,26,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,40,0,0,North America
12418,61,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1,0,North America
24354,48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
13350,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,0,0,North America
28630,17,Local-gov,9th,Never-married,Other-service,Own-child,White,Male,45,0,0,North America
22569,45,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Female,55,0,0,North America
18023,48,Local-gov,Assoc-voc,Never-married,Protective-serv,Unmarried,White,Male,48,0,0,North America
9130,31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50,0,0,North America
60,28,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
1240,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
22144,50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,7688,North America
5136,59,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,1,-1902,North America
2343,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
15048,61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,1,15024,North America
2120,90,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,35,0,0,North America
1524,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
7617,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,42,1,0,North America
153,46,State-gov,Masters,Widowed,Protective-serv,Unmarried,White,Male,40,0,0,North America
14536,32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,0,0,South Asia
481,28,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,0,0,North America
6122,28,Private,Assoc-voc,Never-married,Handlers-cleaners,Own-child,White,Female,40,0,0,North America
12652,42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1,0,North America
24058,49,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,0,0,North America
23485,37,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0,0,North America
12112,50,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
15850,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
1762,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,0,0,North America
15826,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
15507,33,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,20,0,0,North America
8942,29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,0,0,North America
7715,62,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,3103,North America
26361,55,Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Unmarried,White,Female,55,0,0,North America
21792,41,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,0,0,North America
23863,36,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,0,0,East Asia & Pacific
22596,22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,1,14344,North America
4853,80,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,10,0,0,North America
2711,53,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
23150,48,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,0,0,North America
20534,59,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,1,0,North America
17717,73,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,20,0,0,North America
29275,33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,41,0,0,North America
11046,25,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,0,0,North America
24762,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,0,0,North America
25712,72,Without-pay,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,55,0,0,North America
6819,18,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,30,0,0,North America
24063,28,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
26634,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
21799,41,Private,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,43,0,0,North America
20234,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0,0,North America
24724,49,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
20508,23,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
13081,36,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,0,0,North America
21874,58,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,60,0,0,East Asia & Pacific
11555,28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,5,0,0,North America
21172,18,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
19250,31,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,0,0,North America
28352,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,0,0,North America
17770,83,Self-emp-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,20,0,0,North America
5941,47,Private,10th,Divorced,Sales,Unmarried,White,Female,30,0,0,North America
3067,41,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,Other,Male,84,0,-2179,Latin America & Caribbean
29052,32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
3629,52,Self-emp-not-inc,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,35,0,0,North America
29349,36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
24027,38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,1,0,North America
3028,61,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,0,North America
2969,41,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,0,0,Europe & Central Asia
11664,29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0,3464,North America
26284,19,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Female,16,0,0,North America
27529,31,Self-emp-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,0,0,North America
8646,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
15156,42,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,0,0,North America
22520,32,Private,Assoc-acdm,Separated,Exec-managerial,Unmarried,White,Female,50,1,25236,North America
28805,42,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
25185,34,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
4263,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
17029,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,30,0,0,North America
