"","x"
"4831",1
"4832",2
"4833",1
"4834",2
"4835",1
"4836",2
"4837",2
"4838",2
"4839",2
"4840",2
"4841",1
"4842",1
"4843",2
"4844",2
"4845",2
"4846",1
"4847",1
"4848",1
"4849",1
"4850",1
"4851",1
"4852",2
"4853",2
"4854",1
"4855",1
"4856",2
"4857",1
"4858",1
"4859",1
"4860",2
"4861",1
"4862",1
"4863",1
"4864",2
"4865",1
"4866",1
"4867",1
"4868",2
"4869",2
"4870",2
"4871",1
"4872",2
"4873",1
"4874",2
"4875",1
"4876",1
"4877",1
"4878",1
"4879",2
"4880",2
"4881",1
"4882",1
"4883",2
"4884",1
"4885",2
"4886",2
"4887",2
"4888",2
"4889",1
"4890",2
"4891",1
"4892",1
"4893",1
"4894",1
"4895",1
"4896",2
"4897",1
"4898",1
"4899",1
"4900",2
"4901",1
"4902",1
"4903",2
"4904",2
"4905",1
"4906",1
"4907",1
"4908",1
"4909",1
"4910",1
"4911",2
"4912",1
"4913",1
"4914",1
"4915",2
"4916",2
"4917",1
"4918",2
"4919",1
"4920",1
"4921",1
"4922",2
"4923",1
"4924",2
"4925",2
"4926",1
"4927",1
"4928",1
"4929",1
"4930",2
"4931",1
"4932",2
"4933",1
"4934",2
"4935",1
"4936",2
"4937",1
"4938",1
"4939",1
"4940",2
"4941",2
"4942",2
"4943",1
"4944",1
"4945",2
"4946",2
"4947",1
"4948",1
"4949",2
"4950",1
"4951",2
"4952",1
"4953",2
"4954",2
"4955",1
"4956",1
"4957",2
"4958",1
"4959",1
"4960",1
"4961",2
"4962",2
"4963",1
"4964",1
"4965",1
"4966",1
"4967",2
"4968",1
"4969",1
"4970",1
"4971",1
"4972",1
"4973",1
"4974",1
"4975",1
"4976",1
"4977",1
"4978",1
"4979",2
"4980",2
"4981",1
"4982",1
"4983",1
"4984",2
"4985",1
"4986",2
"4987",1
"4988",2
"4989",2
"4990",1
"4991",2
"4992",2
"4993",1
"4994",1
"4995",1
"4996",1
"4997",1
"4998",1
"4999",2
"5000",2
